rxcui_from,tty_from,rxcui_to,tty_to
702444,SBDF,2122393,SCD
702444,SBDF,2122413,SCD
756496,SBDF,1358993,SBD
756496,SBDF,1357010,SCD
756558,SBDF,1360638,GPCK
756558,SBDF,1246254,SBD
756558,SBDF,1246340,SBD
756558,SBDF,1090946,SCD
756558,SBDF,1246338,SCD
756560,SBDF,1483723,SBD
756560,SBDF,1370211,SCD
756563,SBDF,1483726,SBD
756563,SBDF,1370211,SCD
807857,SBDF,1111766,SBD
807857,SBDF,1090487,SCD
2654431,SBDFP,1596947,SBD
2654431,SBDFP,2122395,SBD
2654431,SBDFP,2122415,SBD
2654431,SBDFP,1596945,SCD
2654431,SBDFP,2122393,SCD
2654431,SBDFP,2122413,SCD
2655364,SBDFP,1483726,SBD
2655364,SBDFP,1370211,SCD
2655370,SBDFP,2744513,BPCK
2655370,SBDFP,2744515,BPCK
2655370,SBDFP,2744512,GPCK
2655370,SBDFP,2744514,GPCK
2655370,SBDFP,2611266,SBD
2655370,SBDFP,2741703,SBD
2655370,SBDFP,2611260,SCD
2655370,SBDFP,2741701,SCD
2655697,SBDFP,1872897,SBD
2655697,SBDFP,1045532,SCD
2655824,SBDFP,1111766,SBD
2655824,SBDFP,1090487,SCD
2655962,SBDFP,1536157,SBD
2655962,SBDFP,1536151,SCD
2656375,SBDFP,1099285,SBD
2656375,SBDFP,1090496,SCD
2656423,SBDFP,1373128,SBD
2656423,SBDFP,1373045,SCD
2656555,SBDFP,1483723,SBD
2656555,SBDFP,1370211,SCD
2656560,SBDFP,1039255,SBD
2656560,SBDFP,1039251,SCD
2657447,SBDFP,1360638,GPCK
2657447,SBDFP,1246254,SBD
2657447,SBDFP,1246340,SBD
2657447,SBDFP,1090946,SCD
2657447,SBDFP,1246338,SCD
2657974,SBDFP,2122389,SBD
2657974,SBDFP,2122387,SCD
2657981,SBDFP,1040058,SBD
2657981,SBDFP,1040054,SCD
2658371,SBDFP,1422935,SBD
2658371,SBDFP,1370216,SCD
2658483,SBDFP,1358993,SBD
2658483,SBDFP,1357010,SCD
2658582,SBDFP,1045541,SBD
2658582,SBDFP,1045532,SCD
2658702,SBDFP,1360638,GPCK
2658702,SBDFP,1114041,SBD
2658702,SBDFP,1090946,SCD
1040052,SCDF,1040058,SBD
1040052,SCDF,1040054,SCD
1045530,SCDF,1045541,SBD
1045530,SCDF,1872897,SBD
1045530,SCDF,1045532,SCD
1094348,SCDF,1094350,SCD
1145621,SCDF,1927849,GPCK
1145621,SCDF,2634364,GPCK
1145621,SCDF,1432488,SCD
1145621,SCDF,1656815,SCD
1145673,SCDF,1440908,SCD
1190598,SCDF,1190600,SCD
1190598,SCDF,2727430,SCD
1297287,SCDF,1927849,GPCK
1297287,SCDF,2634363,GPCK
1297287,SCDF,2634364,GPCK
1297287,SCDF,1297288,SCD
1297287,SCDF,2734621,SCD
1301245,SCDF,1301246,SCD
1423305,SCDF,1423307,SCD
1423305,SCDF,2679777,SCD
1423305,SCDF,2712157,SCD
1423305,SCDF,2716698,SCD
1427390,SCDF,1427392,SCD
1489001,SCDF,2713313,GPCK
1489001,SCDF,2713312,SCD
1492050,SCDF,1492052,SCD
1492050,SCDF,2268058,SCD
1536476,SCDF,1536477,SCD
1536476,SCDF,2557336,SCD
1536497,SCDF,1730187,GPCK
1536497,SCDF,2565492,GPCK
1536497,SCDF,2664074,GPCK
1536497,SCDF,1536498,SCD
1536502,SCDF,1730187,GPCK
1536502,SCDF,2565492,GPCK
1536502,SCDF,1536503,SCD
1536502,SCDF,2565491,SCD
1536861,SCDF,1536862,SCD
1536923,SCDF,1536924,SCD
1536923,SCDF,2691101,SCD
1536933,SCDF,1536934,SCD
1536998,SCDF,1536999,SCD
1537028,SCDF,2664074,GPCK
1537028,SCDF,1537029,SCD
1546875,SCDF,2634817,GPCK
1546875,SCDF,1546881,SCD
1593449,SCDF,1593450,SCD
1659966,SCDF,1428880,GPCK
1659966,SCDF,2640034,GPCK
1659966,SCDF,1189316,SCD
1659966,SCDF,1659967,SCD
1743367,SCDF,1743369,SCD
1804346,SCDF,1804384,GPCK
1804346,SCDF,1534835,SCD
1804346,SCDF,2677914,SCD
1805287,SCDF,1805288,SCD
1812460,SCDF,1804384,GPCK
1812460,SCDF,1550968,SCD
1812460,SCDF,2677915,SCD
1923361,SCDF,1923362,SCD
1990880,SCDF,1990881,SCD
1996097,SCDF,1996098,SCD
2167837,SCDF,2722932,SCD
2173660,SCDF,2288826,GPCK
2173660,SCDF,2397132,GPCK
2173660,SCDF,2637727,GPCK
2173660,SCDF,2173662,SCD
2173665,SCDF,2287760,GPCK
2173665,SCDF,2390630,GPCK
2173665,SCDF,2637729,GPCK
2173665,SCDF,2744509,GPCK
2173665,SCDF,2173667,SCD
2377384,SCDF,2377385,SCD
2549033,SCDF,2560238,GPCK
2549033,SCDF,2717656,GPCK
2549033,SCDF,2717875,GPCK
2549033,SCDF,2549034,SCD
2549036,SCDF,2560237,GPCK
2549036,SCDF,2549037,SCD
2566813,SCDF,2566814,SCD
2566822,SCDF,2566823,SCD
2591969,SCDF,2683425,GPCK
2591969,SCDF,2683423,SCD
2591969,SCDF,2685210,SCD
2598124,SCDF,2598125,SCD
2608081,SCDF,2608082,SCD
2611259,SCDF,2744513,BPCK
2611259,SCDF,2744515,BPCK
2611259,SCDF,2744512,GPCK
2611259,SCDF,2744514,GPCK
2611259,SCDF,2611266,SBD
2611259,SCDF,2741703,SBD
2611259,SCDF,2611260,SCD
2611259,SCDF,2741701,SCD
2636655,SCDF,2636659,GPCK
2636655,SCDF,2636656,SCD
2636655,SCDF,2670598,SCD
2636655,SCDF,2670678,SCD
2636657,SCDF,2636659,GPCK
2636657,SCDF,2636658,SCD
2670537,SCDF,2670541,SCD
2676754,SCDF,2683422,GPCK
2676754,SCDF,2676758,SCD
2676754,SCDF,2683421,SCD
2678227,SCDF,2678231,SCD
2679417,SCDF,2679426,GPCK
2679417,SCDF,2679420,SCD
2692300,SCDF,2692304,GPCK
2692300,SCDF,2693777,GPCK
2692300,SCDF,2692302,SCD
2692300,SCDF,2744316,SCD
2699311,SCDF,2699313,SCD
2699311,SCDF,2707699,SCD
2715860,SCDF,2715863,SCD
2741367,SCDF,2741371,SCD
2743066,SCDF,2743069,GPCK
2743066,SCDF,2743068,SCD
2744310,SCDF,2744508,GPCK
2744310,SCDF,2744312,SCD
2744313,SCDF,2744508,GPCK
2744313,SCDF,2744315,SCD
2744502,SCDF,2744506,SCD
370755,SCDF,2663936,GPCK
370755,SCDF,2676954,GPCK
370755,SCDF,1867684,SCD
370756,SCDF,1242575,GPCK
370756,SCDF,2604635,GPCK
370756,SCDF,2637756,GPCK
370756,SCDF,2687211,GPCK
370756,SCDF,2744509,GPCK
370756,SCDF,1359455,SCD
370756,SCDF,1796708,SCD
370756,SCDF,1919076,SCD
370756,SCDF,2101281,SCD
370756,SCDF,2604561,SCD
370757,SCDF,2604579,GPCK
370757,SCDF,2713313,GPCK
370757,SCDF,2717875,GPCK
370757,SCDF,247324,SCD
370757,SCDF,2709673,SCD
371456,SCDF,2119625,GPCK
371456,SCDF,2362250,GPCK
371456,SCDF,2644878,GPCK
371456,SCDF,1111440,SCD
371456,SCDF,1114361,SCD
371456,SCDF,1370125,SCD
371456,SCDF,636568,SCD
371458,SCDF,1421985,SCD
371754,SCDF,1111766,SBD
371754,SCDF,1090487,SCD
371756,SCDF,2683425,GPCK
371756,SCDF,2173731,SCD
371756,SCDF,2683424,SCD
371757,SCDF,1360638,GPCK
371757,SCDF,1099285,SBD
371757,SCDF,1114041,SBD
371757,SCDF,1246254,SBD
371757,SCDF,1246340,SBD
371757,SCDF,1422935,SBD
371757,SCDF,1483723,SBD
371757,SCDF,1483726,SBD
371757,SCDF,1090496,SCD
371757,SCDF,1090946,SCD
371757,SCDF,1246338,SCD
371757,SCDF,1370211,SCD
371757,SCDF,1370216,SCD
371757,SCDF,1535845,SCD
371757,SCDF,2002003,SCD
371757,SCDF,2122382,SCD
371757,SCDF,2167754,SCD
371757,SCDF,2167803,SCD
371758,SCDF,2122389,SBD
371758,SCDF,1370219,SCD
371758,SCDF,1861935,SCD
371758,SCDF,2122387,SCD
371758,SCDF,2167801,SCD
371763,SCDF,1250983,GPCK
371763,SCDF,1111663,SCD
371763,SCDF,1661740,SCD
371765,SCDF,2692304,GPCK
371765,SCDF,2743069,GPCK
371765,SCDF,1542452,SCD
371765,SCDF,1605844,SCD
371765,SCDF,2692303,SCD
371765,SCDF,2719927,SCD
371766,SCDF,1795585,GPCK
371766,SCDF,2056073,GPCK
371766,SCDF,2119625,GPCK
371766,SCDF,2287760,GPCK
371766,SCDF,2362250,GPCK
371766,SCDF,2637730,GPCK
371766,SCDF,2683226,GPCK
371766,SCDF,2685490,GPCK
371766,SCDF,2722413,GPCK
371766,SCDF,2743625,GPCK
371766,SCDF,1014005,SCD
371766,SCDF,1020138,SCD
371766,SCDF,1046631,SCD
371766,SCDF,1113368,SCD
371766,SCDF,1117394,SCD
371766,SCDF,1147924,SCD
371766,SCDF,1150129,SCD
371766,SCDF,1234473,SCD
371766,SCDF,1298228,SCD
371766,SCDF,1439992,SCD
371766,SCDF,1441364,SCD
371766,SCDF,1790650,SCD
371766,SCDF,2671189,SCD
371766,SCDF,996520,SCD
371768,SCDF,1147685,SCD
371768,SCDF,1300539,SCD
371768,SCDF,1861926,SCD
371768,SCDF,2173726,SCD
371769,SCDF,1099074,SCD
371769,SCDF,1298324,SCD
371769,SCDF,1357923,SCD
371769,SCDF,485709,SCD
373386,SCDF,1730190,GPCK
373386,SCDF,1435918,SCD
373386,SCDF,1544873,SCD
373683,SCDF,1313298,SCD
373684,SCDF,1304108,SCD
373685,SCDF,2050367,SCD
374251,SCDF,2637485,SCD
374472,SCDF,1039255,SBD
374472,SCDF,1039251,SCD
374717,SCDF,1086443,SCD
374717,SCDF,1190174,SCD
374717,SCDF,1291266,SCD
374717,SCDF,1363752,SCD
374717,SCDF,1489310,SCD
374717,SCDF,2167740,SCD
374717,SCDF,2167750,SCD
374717,SCDF,700949,SCD
374720,SCDF,1117392,SCD
374720,SCDF,1423711,SCD
374720,SCDF,2176488,SCD
374729,SCDF,2558505,GPCK
374729,SCDF,1250743,SCD
374746,SCDF,1098227,SCD
374746,SCDF,1098911,SCD
374746,SCDF,1099085,SCD
374746,SCDF,1241674,SCD
374746,SCDF,1358623,SCD
374746,SCDF,1424919,SCD
374746,SCDF,1435143,SCD
374747,SCDF,1094460,SCD
374747,SCDF,1114896,SCD
374747,SCDF,1251296,SCD
374747,SCDF,1300017,SCD
374747,SCDF,1307253,SCD
374747,SCDF,1426660,SCD
374747,SCDF,1427998,SCD
374747,SCDF,2167782,SCD
374747,SCDF,2167783,SCD
374747,SCDF,2368128,SCD
374767,SCDF,2558505,GPCK
374767,SCDF,1089968,SCD
374767,SCDF,1147795,SCD
374768,SCDF,1237110,SCD
374769,SCDF,2723023,GPCK
374769,SCDF,1089822,SCD
374769,SCDF,1236395,SCD
374769,SCDF,2723021,SCD
374770,SCDF,2049283,SCD
374772,SCDF,1090468,SCD
374776,SCDF,1299646,SCD
374776,SCDF,1299662,SCD
374777,SCDF,1366825,SCD
374779,SCDF,1291951,SCD
374779,SCDF,1369927,SCD
374780,SCDF,2723023,GPCK
374780,SCDF,1090476,SCD
374780,SCDF,2723022,SCD
374802,SCDF,1424849,SCD
374802,SCDF,1430404,SCD
374802,SCDF,2167676,SCD
374809,SCDF,1010946,SCD
374809,SCDF,1010980,SCD
374809,SCDF,1012984,SCD
375016,SCDF,2173733,SCD
375016,SCDF,2173856,SCD
375020,SCDF,1535366,SCD
375372,SCDF,1358993,SBD
375372,SCDF,1037164,SCD
375372,SCDF,1098497,SCD
375372,SCDF,1245722,SCD
375372,SCDF,1357010,SCD
375427,SCDF,2288826,GPCK
375427,SCDF,2390630,GPCK
375427,SCDF,2626497,GPCK
375427,SCDF,2637728,GPCK
375427,SCDF,2644878,GPCK
375427,SCDF,1000502,SCD
375427,SCDF,1043543,SCD
375427,SCDF,1044949,SCD
375427,SCDF,1091331,SCD
375427,SCDF,1095503,SCD
375427,SCDF,1098647,SCD
375427,SCDF,1119541,SCD
375427,SCDF,1251031,SCD
375427,SCDF,1358620,SCD
375427,SCDF,1364914,SCD
375427,SCDF,1370205,SCD
375427,SCDF,1372451,SCD
375427,SCDF,1372459,SCD
375427,SCDF,1429362,SCD
375427,SCDF,1487369,SCD
375427,SCDF,1661314,SCD
375427,SCDF,1741944,SCD
375427,SCDF,1808192,SCD
375427,SCDF,2166123,SCD
375427,SCDF,2265849,SCD
375427,SCDF,2268062,SCD
375427,SCDF,2566816,SCD
375427,SCDF,2626496,SCD
375427,SCDF,2728493,SCD
375427,SCDF,880359,SCD
375428,SCDF,1357905,SCD
375672,SCDF,1236419,SCD
375672,SCDF,1236435,SCD
375971,SCDF,2695452,GPCK
375971,SCDF,1042695,SCD
375971,SCDF,2680300,SCD
375994,SCDF,1113397,SCD
376003,SCDF,2560237,GPCK
376003,SCDF,2634562,GPCK
376003,SCDF,2634816,GPCK
376003,SCDF,2634817,GPCK
376003,SCDF,2634819,GPCK
376003,SCDF,1098435,SCD
376003,SCDF,1110988,SCD
376003,SCDF,1367204,SCD
376003,SCDF,1484879,SCD
376095,SCDF,1357894,SCD
376156,SCDF,2693776,GPCK
376156,SCDF,2693777,GPCK
376156,SCDF,1370113,SCD
376156,SCDF,2693770,SCD
376156,SCDF,2693772,SCD
376336,SCDF,1359154,SCD
376336,SCDF,1673869,SCD
376370,SCDF,1357422,SCD
377029,SCDF,2604635,GPCK
377029,SCDF,1046384,SCD
377029,SCDF,1113522,SCD
377029,SCDF,1236070,SCD
377029,SCDF,1292342,SCD
377029,SCDF,2588212,SCD
377029,SCDF,2604562,SCD
377535,SCDF,1373128,SBD
377535,SCDF,1373045,SCD
378231,SCDF,1147823,SCD
378231,SCDF,2639753,SCD
378721,SCDF,2560238,GPCK
378721,SCDF,2634815,GPCK
378721,SCDF,1113490,SCD
378721,SCDF,1245616,SCD
378721,SCDF,1305214,SCD
378721,SCDF,1372652,SCD
378721,SCDF,1490000,SCD
378721,SCDF,1552200,SCD
378721,SCDF,1603294,SCD
378721,SCDF,1808604,SCD
378721,SCDF,1874730,SCD
378721,SCDF,2167784,SCD
378721,SCDF,2172190,SCD
378721,SCDF,2603662,SCD
379159,SCDF,1250983,GPCK
379159,SCDF,2604579,GPCK
379159,SCDF,1098496,SCD
379159,SCDF,1425315,SCD
379159,SCDF,2049841,SCD
379167,SCDF,1360638,GPCK
379167,SCDF,1795585,GPCK
379167,SCDF,2056073,GPCK
379167,SCDF,2722413,GPCK
379167,SCDF,2743625,GPCK
379167,SCDF,1115329,SCD
379167,SCDF,1234386,SCD
379167,SCDF,1371196,SCD
379167,SCDF,2629973,SCD
379167,SCDF,2743624,SCD
393371,SCDF,991528,SCD
405871,SCDF,1666116,GPCK
405871,SCDF,1090463,SCD
405871,SCDF,1148155,SCD
405871,SCDF,1423702,SCD
405871,SCDF,1486964,SCD
405871,SCDF,2167730,SCD
438999,SCDF,1536157,SBD
438999,SCDF,1536151,SCD
438999,SCDF,2373441,SCD
452782,SCDF,1111087,SCD
477094,SCDF,1593105,SCD
477094,SCDF,2003130,SCD
477094,SCDF,2167752,SCD
477094,SCDF,2603661,SCD
577330,SCDF,1648203,GPCK
577330,SCDF,2634363,GPCK
577330,SCDF,2634564,GPCK
577330,SCDF,1086997,SCD
577330,SCDF,1312260,SCD
579620,SCDF,1298288,SCD
602750,SCDF,1648203,GPCK
602750,SCDF,2612689,GPCK
602750,SCDF,2634564,GPCK
602750,SCDF,2663936,GPCK
602750,SCDF,2676954,GPCK
602750,SCDF,1094549,SCD
602750,SCDF,1426334,SCD
602750,SCDF,2739790,SCD
604128,SCDF,1094131,SCD
604808,SCDF,1242575,GPCK
604808,SCDF,2637726,GPCK
604808,SCDF,2637756,GPCK
604808,SCDF,2687211,GPCK
604808,SCDF,1042675,SCD
604808,SCDF,1042684,SCD
604808,SCDF,1043400,SCD
604808,SCDF,1244918,SCD
617478,SCDF,1251811,SCD
617557,SCDF,2639752,SCD
617729,SCDF,2122363,SCD
617729,SCDF,2678223,SCD
617729,SCDF,2685209,SCD
618255,SCDF,1086750,SCD
628822,SCDF,1946979,SCD
636376,SCDF,2634560,GPCK
636376,SCDF,1094538,SCD
636376,SCDF,1367205,SCD
636782,SCDF,1803669,GPCK
636782,SCDF,2637726,GPCK
636782,SCDF,1113705,SCD
636782,SCDF,1996081,SCD
637447,SCDF,1486140,SCD
644179,SCDF,2634560,GPCK
644179,SCDF,2634819,GPCK
644179,SCDF,1086991,SCD
644179,SCDF,1245169,SCD
644179,SCDF,1307244,SCD
644179,SCDF,1744049,SCD
644179,SCDF,2709229,SCD
647202,SCDF,2637731,GPCK
647202,SCDF,1431245,SCD
647202,SCDF,2733907,SCD
647321,SCDF,1424850,GPCK
647321,SCDF,2637727,GPCK
647321,SCDF,2637729,GPCK
647321,SCDF,2637731,GPCK
647321,SCDF,1116572,SCD
647321,SCDF,1369842,SCD
647321,SCDF,1790651,SCD
647321,SCDF,2712155,SCD
702440,SCDF,1596947,SBD
702440,SCDF,2122395,SBD
702440,SCDF,2122415,SBD
702440,SCDF,1596945,SCD
702440,SCDF,2122393,SCD
702440,SCDF,2122413,SCD
702447,SCDF,2122403,SCD
702447,SCDF,2122419,SCD
727159,SCDF,2122356,SCD
728132,SCDF,1370440,SCD
728132,SCDF,2121065,SCD
752340,SCDF,1251401,SCD
757013,SCDF,1300195,SCD
757013,SCDF,1303797,SCD
757013,SCDF,1812101,SCD
757268,SCDF,1298433,SCD
794659,SCDF,1356812,SCD
804153,SCDF,1359114,SCD
804594,SCDF,1304105,SCD
806545,SCDF,2101282,SCD
806545,SCDF,2684921,SCD
824552,SCDF,2167737,SCD
901269,SCDF,1042688,SCD
901269,SCDF,1193292,SCD
901269,SCDF,1242747,SCD
2645335,SCDFP,1424849,SCD
2645335,SCDFP,1430404,SCD
2645335,SCDFP,2167676,SCD
2645342,SCDFP,1373128,SBD
2645342,SCDFP,1373045,SCD
2645354,SCDFP,1250983,GPCK
2645354,SCDFP,2604579,GPCK
2645354,SCDFP,1098496,SCD
2645354,SCDFP,1425315,SCD
2645354,SCDFP,2049841,SCD
2645371,SCDFP,1300195,SCD
2645371,SCDFP,1303797,SCD
2645371,SCDFP,1812101,SCD
2645386,SCDFP,2560238,GPCK
2645386,SCDFP,2634815,GPCK
2645386,SCDFP,1113490,SCD
2645386,SCDFP,1245616,SCD
2645386,SCDFP,1305214,SCD
2645386,SCDFP,1372652,SCD
2645386,SCDFP,1490000,SCD
2645386,SCDFP,1552200,SCD
2645386,SCDFP,1603294,SCD
2645386,SCDFP,1808604,SCD
2645386,SCDFP,1874730,SCD
2645386,SCDFP,2167784,SCD
2645386,SCDFP,2172190,SCD
2645386,SCDFP,2603662,SCD
2645391,SCDFP,1117392,SCD
2645391,SCDFP,1423711,SCD
2645391,SCDFP,2176488,SCD
2645434,SCDFP,1094460,SCD
2645434,SCDFP,1114896,SCD
2645434,SCDFP,1251296,SCD
2645434,SCDFP,1300017,SCD
2645434,SCDFP,1307253,SCD
2645434,SCDFP,1426660,SCD
2645434,SCDFP,1427998,SCD
2645434,SCDFP,2167782,SCD
2645434,SCDFP,2167783,SCD
2645434,SCDFP,2368128,SCD
2645451,SCDFP,1237110,SCD
2645504,SCDFP,1357894,SCD
2645533,SCDFP,2608082,SCD
2645597,SCDFP,1094350,SCD
2645603,SCDFP,1147685,SCD
2645603,SCDFP,1300539,SCD
2645603,SCDFP,1861926,SCD
2645603,SCDFP,2173726,SCD
2645606,SCDFP,2560238,GPCK
2645606,SCDFP,2717656,GPCK
2645606,SCDFP,2717875,GPCK
2645606,SCDFP,2549034,SCD
2645621,SCDFP,1301246,SCD
2645628,SCDFP,1996098,SCD
2645650,SCDFP,1990881,SCD
2645658,SCDFP,1804384,GPCK
2645658,SCDFP,1550968,SCD
2645658,SCDFP,2677915,SCD
2645663,SCDFP,1421985,SCD
2645673,SCDFP,1111087,SCD
2645677,SCDFP,2722932,SCD
2645721,SCDFP,1440908,SCD
2645746,SCDFP,1190600,SCD
2645746,SCDFP,2727430,SCD
2645784,SCDFP,1111766,SBD
2645784,SCDFP,1090487,SCD
2645788,SCDFP,2566823,SCD
2645876,SCDFP,2288826,GPCK
2645876,SCDFP,2390630,GPCK
2645876,SCDFP,2626497,GPCK
2645876,SCDFP,2637728,GPCK
2645876,SCDFP,2644878,GPCK
2645876,SCDFP,1000502,SCD
2645876,SCDFP,1043543,SCD
2645876,SCDFP,1044949,SCD
2645876,SCDFP,1091331,SCD
2645876,SCDFP,1095503,SCD
2645876,SCDFP,1098647,SCD
2645876,SCDFP,1119541,SCD
2645876,SCDFP,1251031,SCD
2645876,SCDFP,1358620,SCD
2645876,SCDFP,1364914,SCD
2645876,SCDFP,1370205,SCD
2645876,SCDFP,1372451,SCD
2645876,SCDFP,1372459,SCD
2645876,SCDFP,1429362,SCD
2645876,SCDFP,1487369,SCD
2645876,SCDFP,1661314,SCD
2645876,SCDFP,1741944,SCD
2645876,SCDFP,1808192,SCD
2645876,SCDFP,2166123,SCD
2645876,SCDFP,2265849,SCD
2645876,SCDFP,2268062,SCD
2645876,SCDFP,2566816,SCD
2645876,SCDFP,2626496,SCD
2645876,SCDFP,2728493,SCD
2645876,SCDFP,880359,SCD
2645877,SCDFP,1593105,SCD
2645877,SCDFP,2003130,SCD
2645877,SCDFP,2167752,SCD
2645877,SCDFP,2603661,SCD
2645924,SCDFP,2119625,GPCK
2645924,SCDFP,2362250,GPCK
2645924,SCDFP,2644878,GPCK
2645924,SCDFP,1111440,SCD
2645924,SCDFP,1114361,SCD
2645924,SCDFP,1370125,SCD
2645924,SCDFP,636568,SCD
2645976,SCDFP,1360638,GPCK
2645976,SCDFP,1795585,GPCK
2645976,SCDFP,2056073,GPCK
2645976,SCDFP,2722413,GPCK
2645976,SCDFP,2743625,GPCK
2645976,SCDFP,1115329,SCD
2645976,SCDFP,1234386,SCD
2645976,SCDFP,1371196,SCD
2645976,SCDFP,2629973,SCD
2645976,SCDFP,2743624,SCD
2645981,SCDFP,2692304,GPCK
2645981,SCDFP,2743069,GPCK
2645981,SCDFP,1542452,SCD
2645981,SCDFP,1605844,SCD
2645981,SCDFP,2692303,SCD
2645981,SCDFP,2719927,SCD
2646022,SCDFP,2664074,GPCK
2646022,SCDFP,1537029,SCD
2646056,SCDFP,2723023,GPCK
2646056,SCDFP,1089822,SCD
2646056,SCDFP,1236395,SCD
2646056,SCDFP,2723021,SCD
2646086,SCDFP,2566814,SCD
2646109,SCDFP,1366825,SCD
2646124,SCDFP,1804384,GPCK
2646124,SCDFP,1534835,SCD
2646124,SCDFP,2677914,SCD
2646156,SCDFP,2634560,GPCK
2646156,SCDFP,2634819,GPCK
2646156,SCDFP,1086991,SCD
2646156,SCDFP,1245169,SCD
2646156,SCDFP,1307244,SCD
2646156,SCDFP,1744049,SCD
2646156,SCDFP,2709229,SCD
2646185,SCDFP,1250983,GPCK
2646185,SCDFP,1111663,SCD
2646185,SCDFP,1661740,SCD
2646221,SCDFP,1648203,GPCK
2646221,SCDFP,2612689,GPCK
2646221,SCDFP,2634564,GPCK
2646221,SCDFP,2663936,GPCK
2646221,SCDFP,2676954,GPCK
2646221,SCDFP,1094549,SCD
2646221,SCDFP,1426334,SCD
2646221,SCDFP,2739790,SCD
2646241,SCDFP,1593450,SCD
2646243,SCDFP,1666116,GPCK
2646243,SCDFP,1090463,SCD
2646243,SCDFP,1148155,SCD
2646243,SCDFP,1423702,SCD
2646243,SCDFP,1486964,SCD
2646243,SCDFP,2167730,SCD
2646245,SCDFP,1356812,SCD
2646252,SCDFP,1927849,GPCK
2646252,SCDFP,2634363,GPCK
2646252,SCDFP,2634364,GPCK
2646252,SCDFP,1297288,SCD
2646252,SCDFP,2734621,SCD
2646268,SCDFP,991528,SCD
2646302,SCDFP,1251811,SCD
2646315,SCDFP,1536477,SCD
2646315,SCDFP,2557336,SCD
2646345,SCDFP,2604579,GPCK
2646345,SCDFP,2713313,GPCK
2646345,SCDFP,2717875,GPCK
2646345,SCDFP,247324,SCD
2646345,SCDFP,2709673,SCD
2646358,SCDFP,2693776,GPCK
2646358,SCDFP,2693777,GPCK
2646358,SCDFP,1370113,SCD
2646358,SCDFP,2693770,SCD
2646358,SCDFP,2693772,SCD
2646376,SCDFP,2598125,SCD
2646436,SCDFP,1098227,SCD
2646436,SCDFP,1098911,SCD
2646436,SCDFP,1099085,SCD
2646436,SCDFP,1241674,SCD
2646436,SCDFP,1358623,SCD
2646436,SCDFP,1424919,SCD
2646436,SCDFP,1435143,SCD
2646455,SCDFP,1536924,SCD
2646455,SCDFP,2691101,SCD
2646461,SCDFP,1803669,GPCK
2646461,SCDFP,2637726,GPCK
2646461,SCDFP,1113705,SCD
2646461,SCDFP,1996081,SCD
2646565,SCDFP,2695452,GPCK
2646565,SCDFP,1042695,SCD
2646565,SCDFP,2680300,SCD
2646723,SCDFP,1923362,SCD
2646818,SCDFP,1946979,SCD
2646840,SCDFP,1428880,GPCK
2646840,SCDFP,2640034,GPCK
2646840,SCDFP,1189316,SCD
2646840,SCDFP,1659967,SCD
2646841,SCDFP,2683425,GPCK
2646841,SCDFP,2683423,SCD
2646841,SCDFP,2685210,SCD
2646905,SCDFP,1743369,SCD
2646917,SCDFP,1094131,SCD
2646962,SCDFP,1648203,GPCK
2646962,SCDFP,2634363,GPCK
2646962,SCDFP,2634564,GPCK
2646962,SCDFP,1086997,SCD
2646962,SCDFP,1312260,SCD
2646985,SCDFP,2173733,SCD
2646985,SCDFP,2173856,SCD
2647005,SCDFP,2663936,GPCK
2647005,SCDFP,2676954,GPCK
2647005,SCDFP,1867684,SCD
2647014,SCDFP,1242575,GPCK
2647014,SCDFP,2604635,GPCK
2647014,SCDFP,2637756,GPCK
2647014,SCDFP,2687211,GPCK
2647014,SCDFP,2744509,GPCK
2647014,SCDFP,1359455,SCD
2647014,SCDFP,1796708,SCD
2647014,SCDFP,1919076,SCD
2647014,SCDFP,2101281,SCD
2647014,SCDFP,2604561,SCD
2647018,SCDFP,2639752,SCD
2647019,SCDFP,1042688,SCD
2647019,SCDFP,1193292,SCD
2647019,SCDFP,1242747,SCD
2647102,SCDFP,1147823,SCD
2647102,SCDFP,2639753,SCD
2647118,SCDFP,1359114,SCD
2647243,SCDFP,1805288,SCD
2647468,SCDFP,2049283,SCD
2647491,SCDFP,1730190,GPCK
2647491,SCDFP,1435918,SCD
2647491,SCDFP,1544873,SCD
2647558,SCDFP,1113397,SCD
2647570,SCDFP,2050367,SCD
2647597,SCDFP,1795585,GPCK
2647597,SCDFP,2056073,GPCK
2647597,SCDFP,2119625,GPCK
2647597,SCDFP,2287760,GPCK
2647597,SCDFP,2362250,GPCK
2647597,SCDFP,2637730,GPCK
2647597,SCDFP,2683226,GPCK
2647597,SCDFP,2685490,GPCK
2647597,SCDFP,2722413,GPCK
2647597,SCDFP,2743625,GPCK
2647597,SCDFP,1014005,SCD
2647597,SCDFP,1020138,SCD
2647597,SCDFP,1046631,SCD
2647597,SCDFP,1113368,SCD
2647597,SCDFP,1117394,SCD
2647597,SCDFP,1147924,SCD
2647597,SCDFP,1150129,SCD
2647597,SCDFP,1234473,SCD
2647597,SCDFP,1298228,SCD
2647597,SCDFP,1439992,SCD
2647597,SCDFP,1441364,SCD
2647597,SCDFP,1790650,SCD
2647597,SCDFP,2671189,SCD
2647597,SCDFP,996520,SCD
2647665,SCDFP,1090468,SCD
2647710,SCDFP,1304108,SCD
2647732,SCDFP,1486140,SCD
2647777,SCDFP,2723023,GPCK
2647777,SCDFP,1090476,SCD
