"PRODUCT NDC","PRODUCT TYPE NAME","NONPROPRIETARY NAME","DOSAGE FORM NAME","ROUTE NAME","MARKETING CATEGORY NAME","ESTABLISHMENT INFORMATION","SUBSTANCE NAME","ACTIVE INGREDIENTS INFO","NDC PACKAGE CODE","PACKAGE DESCRIPTION","REPORTING PERIOD","DEA SCHEDULE"
"69374-957","HUMAN COMPOUNDED DRUG","Phenylephrine Hydrochloride 100mcg/mL (1mg/10mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","PHENYLEPHRINE HYDROCHLORIDE","100 ug/1 mL","69374-957-10","6 CARTON in 1 CASE (69374-957-10)  > 5 SYRINGE, PLASTIC in 1 CARTON > 10 mL in 1 SYRINGE, PLASTIC","2022-1",""
"69374-970","HUMAN COMPOUNDED DRUG","PF-Bupivacaine HCL 1.25mg/mL (62.5mg/50mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","BUPIVACAINE HYDROCHLORIDE","1.25 mg/1 mL","69374-970-05","10 BAG in 1 CASE (69374-970-05)  > 500 mL in 1 BAG","2022-1",""
"69374-970","HUMAN COMPOUNDED DRUG","PF-Bupivacaine HCL 1.25mg/mL (62.5mg/50mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","BUPIVACAINE HYDROCHLORIDE","1.25 mg/1 mL","69374-970-50","6 SYRINGE, PLASTIC in 1 CASE (69374-970-50)  > 50 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1",""
"69374-970","HUMAN COMPOUNDED DRUG","PF-Bupivacaine HCL 1.25mg/mL (62.5mg/50mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","BUPIVACAINE HYDROCHLORIDE","1.25 mg/1 mL","69374-970-50","6 SYRINGE, PLASTIC in 1 CASE (69374-970-50)  > 50 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1",""
"69374-979","HUMAN COMPOUNDED DRUG","PF-Morphine Sulfate 2 mg/2 mL (1 mg/mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","MORPHINE SULFATE","1 mg/1 mL","69374-979-01","6 CARTON in 1 CASE (69374-979-01)  > 5 SYRINGE, GLASS in 1 CARTON > 1 mL in 1 SYRINGE, GLASS","2022-1","CII"
"69374-979","HUMAN COMPOUNDED DRUG","PF-Morphine Sulfate 2 mg/2 mL (1 mg/mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","MORPHINE SULFATE","1 mg/1 mL","69374-979-02","6 CARTON in 1 CASE (69374-979-02)  > 5 SYRINGE, PLASTIC in 1 CARTON > 2 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CII"
"69374-979","HUMAN COMPOUNDED DRUG","PF-Morphine Sulfate 2 mg/2 mL (1 mg/mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","MORPHINE SULFATE","1 mg/1 mL","69374-979-02","6 CARTON in 1 CASE (69374-979-02)  > 5 SYRINGE, PLASTIC in 1 CARTON > 2 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CII"
"69374-979","HUMAN COMPOUNDED DRUG","PF-Morphine Sulfate 2 mg/2 mL (1 mg/mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","MORPHINE SULFATE","1 mg/1 mL","69374-979-30","6 CARTON in 1 CASE (69374-979-30)  > 5 SYRINGE, PLASTIC in 1 CARTON > 30 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CII"
"69374-979","HUMAN COMPOUNDED DRUG","PF-Morphine Sulfate 2 mg/2 mL (1 mg/mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","MORPHINE SULFATE","1 mg/1 mL","69374-979-30","6 CARTON in 1 CASE (69374-979-30)  > 5 SYRINGE, PLASTIC in 1 CARTON > 30 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CII"
"69374-979","HUMAN COMPOUNDED DRUG","PF-Morphine Sulfate 2 mg/2 mL (1 mg/mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","MORPHINE SULFATE","1 mg/1 mL","69374-979-50","6 CARTON in 1 CASE (69374-979-50)  > 5 SYRINGE, PLASTIC in 1 CARTON > 50 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CII"
"69374-979","HUMAN COMPOUNDED DRUG","PF-Morphine Sulfate 2 mg/2 mL (1 mg/mL)","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","MORPHINE SULFATE","1 mg/1 mL","69374-979-50","6 CARTON in 1 CASE (69374-979-50)  > 5 SYRINGE, PLASTIC in 1 CARTON > 50 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CII"
"69374-982","HUMAN COMPOUNDED DRUG","Ketamine HCL 30 mg/3 mL","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","KETAMINE HYDROCHLORIDE","30 mg/3 mL","69374-982-33","5 SYRINGE, PLASTIC in 1 CASE (69374-982-33)  > 3 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CIII"
"69374-982","HUMAN COMPOUNDED DRUG","Ketamine HCL 30 mg/3 mL","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","KETAMINE HYDROCHLORIDE","30 mg/3 mL","69374-982-33","5 SYRINGE, PLASTIC in 1 CASE (69374-982-33)  > 3 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CIII"
"69374-982","HUMAN COMPOUNDED DRUG","Ketamine HCL 30 mg/3 mL","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","KETAMINE HYDROCHLORIDE","30 mg/3 mL","69374-982-55","5 SYRINGE, PLASTIC in 1 CASE (69374-982-55)  > 5 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CIII"
"69374-982","HUMAN COMPOUNDED DRUG","Ketamine HCL 30 mg/3 mL","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","KETAMINE HYDROCHLORIDE","30 mg/3 mL","69374-982-55","5 SYRINGE, PLASTIC in 1 CASE (69374-982-55)  > 5 mL in 1 SYRINGE, PLASTIC","2022-2, 2022-1","CIII"
"69374-984","HUMAN COMPOUNDED DRUG","del Nido Cardioplegia","INJECTION, SOLUTION","INTRACARDIAC","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","SODIUM BICARBONATE; LIDOCAINE HYDROCHLORIDE; POTASSIUM CHLORIDE","1.04 g/1 mL; 123 mg/1 mL; 2.19 g/1 mL","69374-984-10","4 BAG in 1 CASE (69374-984-10)  > 1000 mL in 1 BAG","2022-2, 2022-1",""
"69374-984","HUMAN COMPOUNDED DRUG","del Nido Cardioplegia","INJECTION, SOLUTION","INTRACARDIAC","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","SODIUM BICARBONATE; LIDOCAINE HYDROCHLORIDE; POTASSIUM CHLORIDE","1.04 g/1 mL; 123 mg/1 mL; 2.19 g/1 mL","69374-984-10","4 BAG in 1 CASE (69374-984-10)  > 1000 mL in 1 BAG","2022-2, 2022-1",""
"69374-985","HUMAN COMPOUNDED DRUG","Lidocaine HCL 50 mg/5 mL","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","LIDOCAINE HYDROCHLORIDE","50 mg/5 mL","69374-985-05","5 SYRINGE, PLASTIC in 1 CASE (69374-985-05)  > 5 mL in 1 SYRINGE, PLASTIC","2022-1",""
"69374-987","HUMAN COMPOUNDED DRUG","Ropivacaine Hydrochloride 200 mg/100 mL","INJECTION, SOLUTION","INFILTRATION","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","ROPIVACAINE HYDROCHLORIDE","2 mg/1 mL","69374-987-50","10 BAG in 1 CASE (69374-987-50)  > 500 mL in 1 BAG","2022-1",""
"69374-988","HUMAN COMPOUNDED DRUG","Amino Acid 50gm/1000ml","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","LYSINE HYDROCHLORIDE; ARGININE HYDROCHLORIDE","5000 g/1 mL; 5000 g/1 mL","69374-988-10","2 BAG in 1 CASE (69374-988-10)  > 1000 mL in 1 BAG","2022-2, 2022-1",""
"69374-988","HUMAN COMPOUNDED DRUG","Amino Acid 50gm/1000ml","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","LYSINE HYDROCHLORIDE; ARGININE HYDROCHLORIDE","5000 g/1 mL; 5000 g/1 mL","69374-988-10","2 BAG in 1 CASE (69374-988-10)  > 1000 mL in 1 BAG","2022-2, 2022-1",""
"69374-997","HUMAN COMPOUNDED DRUG","Diltiazem in 0.7% Saline 1mg/1mL","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","DILTIAZEM HYDROCHLORIDE","1 mg/1 mL","69374-997-15","30 CARTON in 1 CASE (69374-997-15)  > 1 BOTTLE, PLASTIC in 1 CARTON > 125 mL in 1 BOTTLE, PLASTIC","2022-2, 2022-1",""
"69374-997","HUMAN COMPOUNDED DRUG","Diltiazem in 0.7% Saline 1mg/1mL","INJECTION, SOLUTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","Nephron Sterile Compounding Center, LLC","DILTIAZEM HYDROCHLORIDE","1 mg/1 mL","69374-997-15","30 CARTON in 1 CASE (69374-997-15)  > 1 BOTTLE, PLASTIC in 1 CARTON > 125 mL in 1 BOTTLE, PLASTIC","2022-2, 2022-1",""
