"PRODUCT NDC","PRODUCT TYPE NAME","NONPROPRIETARY NAME","DOSAGE FORM NAME","ROUTE NAME","MARKETING CATEGORY NAME","ESTABLISHMENT INFORMATION","SUBSTANCE NAME","ACTIVE INGREDIENTS INFO","NDC PACKAGE CODE","PACKAGE DESCRIPTION","REPORTING PERIOD","DEA SCHEDULE"
"70092-518","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml 100 ml NS CADD FSFF","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","100 mg/100 mL","70092-518-75","100 mL in 1 CARTRIDGE (70092-518-75)","2022-2, 2022-1","CII"
"70092-518","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml 100 ml NS CADD FSFF","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","100 mg/100 mL","70092-518-75","100 mL in 1 CARTRIDGE (70092-518-75)","2022-2, 2022-1","CII"
"70092-519","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 30 ml NS syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","30 mg/30 mL","70092-519-48","30 mL in 1 SYRINGE (70092-519-48)","2022-2, 2022-1","CII"
"70092-519","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 30 ml NS syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","30 mg/30 mL","70092-519-48","30 mL in 1 SYRINGE (70092-519-48)","2022-2, 2022-1","CII"
"70092-520","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 30ml NS- 35 ml MB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","30 mg/30 mL","70092-520-49","30 mL in 1 SYRINGE (70092-520-49)","2022-2, 2022-1","CII"
"70092-520","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 30ml NS- 35 ml MB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","30 mg/30 mL","70092-520-49","30 mL in 1 SYRINGE (70092-520-49)","2022-2, 2022-1","CII"
"70092-521","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml 50 ml NS CADD FSFF","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","50 mg/50 mL","70092-521-74","50 mL in 1 CARTRIDGE (70092-521-74)","2022-2, 2022-1","CII"
"70092-521","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml 50 ml NS CADD FSFF","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","50 mg/50 mL","70092-521-74","50 mL in 1 CARTRIDGE (70092-521-74)","2022-2, 2022-1","CII"
"70092-522","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 50 ml NS IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","50 mg/50 mL","70092-522-35","50 mL in 1 BAG (70092-522-35)","2022-2, 2022-1","CII"
"70092-522","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 50 ml NS IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","50 mg/50 mL","70092-522-35","50 mL in 1 BAG (70092-522-35)","2022-2, 2022-1","CII"
"70092-523","HUMAN COMPOUNDED DRUG","Morphine 1 mg/ml 50 ml NS syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","50 mg/50 mL","70092-523-50","50 mL in 1 SYRINGE (70092-523-50)","2022-2, 2022-1","CII"
"70092-523","HUMAN COMPOUNDED DRUG","Morphine 1 mg/ml 50 ml NS syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","50 mg/50 mL","70092-523-50","50 mL in 1 SYRINGE (70092-523-50)","2022-2, 2022-1","CII"
"70092-546","HUMAN COMPOUNDED DRUG","Hydromorph PF 1 mg/ml in 50 ml NS IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","HYDROMORPHONE HYDROCHLORIDE","50 mg/50 mL","70092-546-35","50 mL in 1 BAG (70092-546-35)","2022-2, 2022-1","CII"
"70092-546","HUMAN COMPOUNDED DRUG","Hydromorph PF 1 mg/ml in 50 ml NS IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","HYDROMORPHONE HYDROCHLORIDE","50 mg/50 mL","70092-546-35","50 mL in 1 BAG (70092-546-35)","2022-2, 2022-1","CII"
"70092-563","HUMAN COMPOUNDED DRUG","Ketamine 10 mg/ml in 2 ml NS- 3 ml syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","KETAMINE HYDROCHLORIDE","20 mg/2 mL","70092-563-43","2 mL in 1 SYRINGE (70092-563-43)","2022-2, 2022-1","CIII"
"70092-563","HUMAN COMPOUNDED DRUG","Ketamine 10 mg/ml in 2 ml NS- 3 ml syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","KETAMINE HYDROCHLORIDE","20 mg/2 mL","70092-563-43","2 mL in 1 SYRINGE (70092-563-43)","2022-2, 2022-1","CIII"
"70092-575","HUMAN COMPOUNDED DRUG","Diltiazem PF 125mg in 125ml D5W IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","DILTIAZEM HYDROCHLORIDE","125 mg/125 mL","70092-575-36","125 mL in 1 BAG (70092-575-36)","2022-2, 2022-1",""
"70092-575","HUMAN COMPOUNDED DRUG","Diltiazem PF 125mg in 125ml D5W IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","DILTIAZEM HYDROCHLORIDE","125 mg/125 mL","70092-575-36","125 mL in 1 BAG (70092-575-36)","2022-2, 2022-1",""
"70092-586","HUMAN COMPOUNDED DRUG","Lido 0.5%-Epi 10mcg/ml(Buff)3ml NaCl syr","SOLUTION","INFILTRATION","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","LIDOCAINE HYDROCHLORIDE; EPINEPHRINE","15 mg/3 mL; 30 ug/3 mL","70092-586-43","3 mL in 1 SYRINGE (70092-586-43)","2022-2, 2022-1",""
"70092-586","HUMAN COMPOUNDED DRUG","Lido 0.5%-Epi 10mcg/ml(Buff)3ml NaCl syr","SOLUTION","INFILTRATION","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","LIDOCAINE HYDROCHLORIDE; EPINEPHRINE","15 mg/3 mL; 30 ug/3 mL","70092-586-43","3 mL in 1 SYRINGE (70092-586-43)","2022-2, 2022-1",""
"70092-588","HUMAN COMPOUNDED DRUG","Ropivacaine PF 0.2% in 500 ml NS IVB","INJECTION","EPIDURAL","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","ROPIVACAINE HYDROCHLORIDE","1000 mg/500 mL","70092-588-38","500 mL in 1 BAG (70092-588-38)","2022-2, 2022-1",""
"70092-588","HUMAN COMPOUNDED DRUG","Ropivacaine PF 0.2% in 500 ml NS IVB","INJECTION","EPIDURAL","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","ROPIVACAINE HYDROCHLORIDE","1000 mg/500 mL","70092-588-38","500 mL in 1 BAG (70092-588-38)","2022-2, 2022-1",""
"70092-593","HUMAN COMPOUNDED DRUG","Adenocaine PF in 40 ml NaCl- 50 ml syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","ADENOSINE; LIDOCAINE HYDROCHLORIDE ANHYDROUS","39.9 mg/40 mL; 40 mg/40 mL","70092-593-50","40 mL in 1 SYRINGE (70092-593-50)","2022-1",""
"70092-600","HUMAN COMPOUNDED DRUG","Dexmedetomidine PF 4 mcg/ml-5 ml NS syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","DEXMEDETOMIDINE HYDROCHLORIDE","20 ug/5 mL","70092-600-44","5 mL in 1 VIAL (70092-600-44)","2022-1",""
"70092-603","HUMAN COMPOUNDED DRUG","Cefazolin PF 100 mg/ml in 10ml SWFI syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","1 g/100 mL","70092-603-46","10 mL in 1 SYRINGE (70092-603-46)","2022-2, 2022-1",""
"70092-603","HUMAN COMPOUNDED DRUG","Cefazolin PF 100 mg/ml in 10ml SWFI syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","1 g/100 mL","70092-603-46","10 mL in 1 SYRINGE (70092-603-46)","2022-2, 2022-1",""
"70092-604","HUMAN COMPOUNDED DRUG","Cefazolin PF 100 mg/ml in 20ml SWFI syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","2 g/100 mL","70092-604-47","20 mL in 1 SYRINGE (70092-604-47)","2022-2, 2022-1",""
"70092-604","HUMAN COMPOUNDED DRUG","Cefazolin PF 100 mg/ml in 20ml SWFI syr","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","2 g/100 mL","70092-604-47","20 mL in 1 SYRINGE (70092-604-47)","2022-2, 2022-1",""
"70092-613","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 30 ml NS PCA vial","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","30 mg/30 mL","70092-613-79","30 mL in 1 SYRINGE (70092-613-79)","2022-2, 2022-1","CII"
"70092-613","HUMAN COMPOUNDED DRUG","Morphine PF 1 mg/ml in 30 ml NS PCA vial","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","MORPHINE SULFATE","30 mg/30 mL","70092-613-79","30 mL in 1 SYRINGE (70092-613-79)","2022-2, 2022-1","CII"
"70092-621","HUMAN COMPOUNDED DRUG","Cefazolin PF 2 g add to 100 ml D5W Bag","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","2 g/100 mL","70092-621-15","100 mL in 1 BAG (70092-621-15)","2022-2, 2022-1",""
"70092-621","HUMAN COMPOUNDED DRUG","Cefazolin PF 2 g add to 100 ml D5W Bag","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","2 g/100 mL","70092-621-15","100 mL in 1 BAG (70092-621-15)","2022-2, 2022-1",""
"70092-622","HUMAN COMPOUNDED DRUG","Cefazolin PF 2 g add to 100ml NS  Bag","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","2 g/100 mL","70092-622-03","100 mL in 1 BAG (70092-622-03)","2022-2, 2022-1",""
"70092-622","HUMAN COMPOUNDED DRUG","Cefazolin PF 2 g add to 100ml NS  Bag","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","2 g/100 mL","70092-622-03","100 mL in 1 BAG (70092-622-03)","2022-2, 2022-1",""
"70092-623","HUMAN COMPOUNDED DRUG","Cefazolin PF 3 g add to 100ml NS Bag","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","3 g/100 mL","70092-623-03","100 mL in 1 BAG (70092-623-03)","2022-2, 2022-1",""
"70092-623","HUMAN COMPOUNDED DRUG","Cefazolin PF 3 g add to 100ml NS Bag","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","CEFAZOLIN SODIUM","3 g/100 mL","70092-623-03","100 mL in 1 BAG (70092-623-03)","2022-2, 2022-1",""
"70092-645","HUMAN COMPOUNDED DRUG","Fent 2 mcg/ml-Ropiv 0.125%PF 100mlNS IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","ROPIVACAINE HYDROCHLORIDE; FENTANYL CITRATE","125 mg/100 mL; 200 ug/100 mL","70092-645-36","100 mL in 1 BAG (70092-645-36)","2022-2, 2022-1","CII"
"70092-645","HUMAN COMPOUNDED DRUG","Fent 2 mcg/ml-Ropiv 0.125%PF 100mlNS IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","ROPIVACAINE HYDROCHLORIDE; FENTANYL CITRATE","125 mg/100 mL; 200 ug/100 mL","70092-645-36","100 mL in 1 BAG (70092-645-36)","2022-2, 2022-1","CII"
"70092-648","HUMAN COMPOUNDED DRUG","Vasopressin 0.2 U/ml in 100ml D5W IVB","INJECTION","INTRAVENOUS","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","VASOPRESSIN",".2 U/100 mL","70092-648-36","100 mL in 1 SYRINGE (70092-648-36)","2022-1",""
"70092-657","HUMAN COMPOUNDED DRUG","Ropivacaine PF 0.2% 250ml NS CADD-B FSFF","INJECTION","EPIDURAL","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","ROPIVACAINE HYDROCHLORIDE","500 mg/250 mL","70092-657-76","250 mL in 1 BAG (70092-657-76)","2022-2, 2022-1",""
"70092-657","HUMAN COMPOUNDED DRUG","Ropivacaine PF 0.2% 250ml NS CADD-B FSFF","INJECTION","EPIDURAL","OUTSOURCING FACILITY COMPOUNDED HUMAN DRUG PRODUCT (EXEMPT FROM APPROVAL REQUIREMENTS)","QuVa Pharma, Inc.","ROPIVACAINE HYDROCHLORIDE","500 mg/250 mL","70092-657-76","250 mL in 1 BAG (70092-657-76)","2022-2, 2022-1",""
