rxcui_from,tty_from,rxcui_to,tty_to
2649460,SCDFP,2122413,SCD
2649472,SCDFP,1536934,SCD
2649476,SCDFP,1535366,SCD
2670540,SCDFP,2670541,SCD
2676757,SCDFP,2683422,GPCK
2676757,SCDFP,2676758,SCD
2676757,SCDFP,2683421,SCD
2678229,SCDFP,2678231,SCD
2679419,SCDFP,2679426,GPCK
2679419,SCDFP,2679420,SCD
2692301,SCDFP,2692304,GPCK
2692301,SCDFP,2693777,GPCK
2692301,SCDFP,2692302,SCD
2692301,SCDFP,2744316,SCD
2699312,SCDFP,2699313,SCD
2699312,SCDFP,2707699,SCD
2715862,SCDFP,2715863,SCD
2741370,SCDFP,2741371,SCD
2743067,SCDFP,2743069,GPCK
2743067,SCDFP,2743068,SCD
2744311,SCDFP,2744508,GPCK
2744311,SCDFP,2744312,SCD
2744314,SCDFP,2744508,GPCK
2744314,SCDFP,2744315,SCD
2744505,SCDFP,2744506,SCD
1718901,SBDF,1718902,SBD
1718901,SBDF,1718907,SBD
1718901,SBDF,1718910,SBD
1718901,SBDF,2396892,SBD
1718901,SBDF,284397,SBD
1718901,SBDF,1718900,SCD
1718901,SBDF,1718906,SCD
1718901,SBDF,1718909,SCD
1718901,SBDF,2396891,SCD
1718901,SBDF,309710,SCD
1732671,SBDF,1732674,SBD
1732671,SBDF,1732668,SCD
2268608,SBDF,2268610,SBD
2268608,SBDF,1535228,SCD
2532530,SBDF,2532532,SBD
2532530,SBDF,1535228,SCD
2535254,SBDF,2535256,SBD
2535254,SBDF,1535228,SCD
2601125,SBDF,2601126,SBD
2601125,SBDF,2601131,SBD
2601125,SBDF,2601119,SCD
2601125,SBDF,2601129,SCD
2665896,SBDF,2665898,SBD
2665896,SBDF,1535228,SCD
897076,SBDF,1535226,SBD
897076,SBDF,1535230,SBD
897076,SBDF,1535224,SCD
897076,SBDF,1535228,SCD
2655893,SBDFP,2535256,SBD
2655893,SBDFP,1535228,SCD
2656022,SBDFP,2268610,SBD
2656022,SBDFP,1535228,SCD
2657700,SBDFP,1535226,SBD
2657700,SBDFP,1535230,SBD
2657700,SBDFP,1535224,SCD
2657700,SBDFP,1535228,SCD
2658053,SBDFP,2532532,SBD
2658053,SBDFP,1535228,SCD
2665897,SBDFP,2665898,SBD
2665897,SBDFP,1535228,SCD
1718899,SCDF,1718902,SBD
1718899,SCDF,1718907,SBD
1718899,SCDF,1718910,SBD
1718899,SCDF,2396892,SBD
1718899,SCDF,284397,SBD
1718899,SCDF,1718900,SCD
1718899,SCDF,1718906,SCD
1718899,SCDF,1718909,SCD
1718899,SCDF,2396891,SCD
1718899,SCDF,309710,SCD
1732667,SCDF,1732674,SBD
1732667,SCDF,1732668,SCD
2601118,SCDF,2601126,SBD
2601118,SCDF,2601131,SBD
2601118,SCDF,2601119,SCD
2601118,SCDF,2601129,SCD
377219,SCDF,1535226,SBD
377219,SCDF,1535230,SBD
377219,SCDF,2268610,SBD
377219,SCDF,2532532,SBD
377219,SCDF,2535256,SBD
377219,SCDF,2665898,SBD
377219,SCDF,1535224,SCD
377219,SCDF,1535228,SCD
377219,SCDF,1788947,SCD
2649387,SCDFP,1535226,SBD
2649387,SCDFP,1535230,SBD
2649387,SCDFP,2268610,SBD
2649387,SCDFP,2532532,SBD
2649387,SCDFP,2535256,SBD
2649387,SCDFP,2665898,SBD
2649387,SCDFP,1535224,SCD
2649387,SCDFP,1535228,SCD
373265,SCDF,834040,SCD
373265,SCDF,834046,SCD
373266,SCDF,834061,SCD
373266,SCDF,834102,SCD
377416,SCDF,834182,SCD
2645882,SCDFP,834040,SCD
2645882,SCDFP,834046,SCD
2646344,SCDFP,834182,SCD
2648135,SCDFP,834061,SCD
2648135,SCDFP,834102,SCD
584595,SBDF,584596,SBD
584595,SBDF,309675,SCD
371719,SCDF,1789689,SBD
371719,SCDF,584596,SBD
371719,SCDF,1789684,SCD
371719,SCDF,309675,SCD
1727282,SBDF,352220,SBD
1727282,SBDF,351209,SCD
368579,SBDF,352218,SBD
368579,SBDF,352219,SBD
368579,SBDF,349434,SCD
368579,SBDF,349435,SCD
546623,SBDF,546624,SBD
546623,SBDF,465355,SCD
1727280,SCDF,352220,SBD
1727280,SCDF,2727399,SCD
1727280,SCDF,351209,SCD
378691,SCDF,352218,SBD
378691,SCDF,352219,SBD
378691,SCDF,349434,SCD
378691,SCDF,349435,SCD
477141,SCDF,546624,SBD
477141,SCDF,465355,SCD
1087248,SBDF,1087249,SBD
1087248,SBDF,1087245,SCD
1087261,SBDF,1087262,SBD
1087261,SBDF,1087258,SCD
1087284,SBDF,1087285,SBD
1087284,SBDF,1087281,SCD
1087398,SBDF,1087399,SBD
1087398,SBDF,802693,SCD
1087437,SBDF,1087438,SBD
1087437,SBDF,309606,SCD
1098703,SBDF,1145348,SBD
1098703,SBDF,636528,SCD
1150290,SBDF,1150291,SBD
1150290,SBDF,476628,SCD
1193043,SBDF,1193046,SBD
1193043,SBDF,1193037,SCD
1314682,SBDF,1314685,SBD
1314682,SBDF,1314679,SCD
1809028,SBDF,1809029,SBD
1809028,SBDF,484925,SCD
2598452,SBDF,2598453,SBD
2598452,SBDF,309594,SCD
603782,SBDF,861115,SBD
603782,SBDF,861113,SCD
619323,SBDF,542045,SBD
619323,SBDF,476628,SCD
644789,SBDF,644790,SBD
644789,SBDF,644787,SCD
644793,SBDF,644794,SBD
644793,SBDF,484925,SCD
707573,SBDF,997951,SBD
707573,SBDF,200353,SCD
802747,SBDF,802748,SBD
802747,SBDF,802503,SCD
802761,SBDF,802762,SBD
802761,SBDF,802759,SCD
808533,SBDF,808534,SBD
808533,SBDF,794976,SCD
861082,SBDF,861083,SBD
861082,SBDF,309606,SCD
877480,SBDF,1111750,SBD
877480,SBDF,1111748,SCD
877522,SBDF,1111752,SBD
877522,SBDF,1111748,SCD
979337,SBDF,979338,SBD
979337,SBDF,309606,SCD
2658209,SBDFP,1193046,SBD
2658209,SBDFP,1193037,SCD
2658908,SBDFP,1314685,SBD
2658908,SBDFP,1314679,SCD
1087243,SCDF,1087249,SBD
1087243,SCDF,1087245,SCD
1087257,SCDF,1087262,SBD
1087257,SCDF,1087258,SCD
1087279,SCDF,1087285,SBD
1087279,SCDF,1087281,SCD
1193035,SCDF,1193046,SBD
1193035,SCDF,1193037,SCD
1241894,SCDF,1241896,SCD
1244145,SCDF,1244146,SCD
1291287,SCDF,1291288,SCD
1291287,SCDF,1374869,SCD
1291287,SCDF,2714170,SCD
1291287,SCDF,2735126,SCD
1314397,SCDF,1314626,SCD
1314397,SCDF,1314636,SCD
1314677,SCDF,1314685,SBD
1314677,SCDF,1314679,SCD
2745599,SCDF,2745600,SCD
348170,SCDF,105687,SCD
348170,SCDF,1112803,SCD
348170,SCDF,1248737,SCD
348170,SCDF,1423423,SCD
348170,SCDF,1488563,SCD
371646,SCDF,1245012,SCD
371646,SCDF,1653780,SCD
371646,SCDF,2171138,SCD
371646,SCDF,245557,SCD
371648,SCDF,1486245,SCD
371648,SCDF,1804852,SCD
371648,SCDF,198890,SCD
371648,SCDF,2185309,SCD
371648,SCDF,2682744,SCD
371649,SCDF,2598453,SBD
371649,SCDF,1006047,SCD
371649,SCDF,2001499,SCD
371649,SCDF,309594,SCD
371650,SCDF,105686,SCD
371650,SCDF,1245015,SCD
371650,SCDF,244190,SCD
371650,SCDF,309593,SCD
371650,SCDF,309595,SCD
371650,SCDF,309604,SCD
371650,SCDF,313896,SCD
371651,SCDF,1606305,SCD
371651,SCDF,237776,SCD
371651,SCDF,237777,SCD
371651,SCDF,240516,SCD
371652,SCDF,198891,SCD
371652,SCDF,199184,SCD
371652,SCDF,237779,SCD
371652,SCDF,636371,SCD
371652,SCDF,835519,SCD
371652,SCDF,855213,SCD
375025,SCDF,283009,SCD
375346,SCDF,1246063,SCD
375346,SCDF,1437717,SCD
375346,SCDF,199364,SCD
375346,SCDF,199365,SCD
375346,SCDF,199374,SCD
375346,SCDF,200165,SCD
375346,SCDF,242347,SCD
375346,SCDF,242698,SCD
376662,SCDF,309611,SCD
377051,SCDF,259711,SCD
378708,SCDF,861115,SBD
378708,SCDF,861113,SCD
619046,SCDF,1150291,SBD
619046,SCDF,542045,SBD
619046,SCDF,199240,SCD
619046,SCDF,476628,SCD
619051,SCDF,1145348,SBD
619051,SCDF,1809029,SBD
619051,SCDF,644790,SBD
619051,SCDF,644794,SBD
619051,SCDF,997951,SBD
619051,SCDF,200353,SCD
619051,SCDF,259191,SCD
619051,SCDF,2711570,SCD
619051,SCDF,359541,SCD
619051,SCDF,359542,SCD
619051,SCDF,484925,SCD
619051,SCDF,636528,SCD
619051,SCDF,644787,SCD
619051,SCDF,808900,SCD
619051,SCDF,830162,SCD
619074,SCDF,808513,SCD
619074,SCDF,808611,SCD
619074,SCDF,858334,SCD
619082,SCDF,1087438,SBD
619082,SCDF,861083,SBD
619082,SCDF,979338,SBD
619082,SCDF,309606,SCD
730919,SCDF,730920,SCD
748671,SCDF,808534,SBD
748671,SCDF,1145988,SCD
748671,SCDF,1145991,SCD
748671,SCDF,1146002,SCD
748671,SCDF,748672,SCD
748671,SCDF,794976,SCD
749177,SCDF,896789,SCD
763596,SCDF,2563680,SCD
763596,SCDF,763597,SCD
797237,SCDF,1243888,SCD
797237,SCDF,797238,SCD
802502,SCDF,802748,SBD
802502,SCDF,802503,SCD
802692,SCDF,1087399,SBD
802692,SCDF,802693,SCD
802758,SCDF,802762,SBD
802758,SCDF,802759,SCD
808554,SCDF,830736,SCD
877476,SCDF,1111750,SBD
877476,SCDF,1111752,SBD
877476,SCDF,1111748,SCD
2645530,SCDFP,1314685,SBD
2645530,SCDFP,1314679,SCD
2645803,SCDFP,1193046,SBD
2645803,SCDFP,1193037,SCD
2646677,SCDFP,830736,SCD
2648405,SCDFP,1314626,SCD
2648405,SCDFP,1314636,SCD
2648970,SCDFP,1244146,SCD
1232588,SBDF,1232591,SBD
1232588,SBDF,1232585,SCD
1551471,SBDF,1551474,SBD
1551471,SBDF,1551468,SCD
491056,SBDF,993511,SBD
491056,SBDF,993528,SBD
491056,SBDF,993537,SBD
491056,SBDF,993545,SBD
491056,SBDF,993564,SBD
491056,SBDF,993503,SCD
491056,SBDF,993518,SCD
491056,SBDF,993536,SCD
491056,SBDF,993541,SCD
491056,SBDF,993557,SCD
2654526,SBDFP,1551474,SBD
2654526,SBDFP,1551468,SCD
2656792,SBDFP,993511,SBD
2656792,SBDFP,993528,SBD
2656792,SBDFP,993537,SBD
2656792,SBDFP,993545,SBD
2656792,SBDFP,993564,SBD
2656792,SBDFP,993503,SCD
2656792,SBDFP,993518,SCD
2656792,SBDFP,993536,SCD
2656792,SBDFP,993541,SCD
2656792,SBDFP,993557,SCD
2658826,SBDFP,1232591,SBD
2658826,SBDFP,1232585,SCD
1551466,SCDF,1551474,SBD
1551466,SCDF,1551468,SCD
378233,SCDF,993687,SCD
378233,SCDF,993691,SCD
378354,SCDF,1232591,SBD
378354,SCDF,993511,SBD
378354,SCDF,993528,SBD
378354,SCDF,993537,SBD
378354,SCDF,993545,SBD
378354,SCDF,993552,SBD
378354,SCDF,993564,SBD
378354,SCDF,993569,SBD
378354,SCDF,993683,SBD
378354,SCDF,1232585,SCD
378354,SCDF,1801289,SCD
378354,SCDF,993503,SCD
378354,SCDF,993518,SCD
378354,SCDF,993536,SCD
378354,SCDF,993541,SCD
378354,SCDF,993550,SCD
378354,SCDF,993557,SCD
378354,SCDF,993567,SCD
378354,SCDF,993681,SCD
2646741,SCDFP,993687,SCD
2646741,SCDFP,993691,SCD
2648043,SCDFP,1232591,SBD
2648043,SCDFP,993511,SBD
2648043,SCDFP,993528,SBD
2648043,SCDFP,993537,SBD
2648043,SCDFP,993545,SBD
2648043,SCDFP,993564,SBD
2648043,SCDFP,1232585,SCD
2648043,SCDFP,1801289,SCD
2648043,SCDFP,993503,SCD
2648043,SCDFP,993518,SCD
2648043,SCDFP,993536,SCD
2648043,SCDFP,993541,SCD
2648043,SCDFP,993557,SCD
2649250,SCDFP,1551474,SBD
2649250,SCDFP,1551468,SCD
835488,SBDF,993552,SBD
835488,SBDF,993569,SBD
835488,SBDF,993683,SBD
835488,SBDF,993550,SCD
835488,SBDF,993567,SCD
835488,SBDF,993681,SCD
2655096,SBDFP,993552,SBD
2655096,SBDFP,993569,SBD
2655096,SBDFP,993683,SBD
2655096,SBDFP,993550,SCD
2655096,SBDFP,993567,SCD
2655096,SBDFP,993681,SCD
2645852,SCDFP,993552,SBD
2645852,SCDFP,993569,SBD
2645852,SCDFP,993683,SBD
2645852,SCDFP,993550,SCD
2645852,SCDFP,993567,SCD
2645852,SCDFP,993681,SCD
2679783,SBDF,2679784,SBD
2679783,SBDF,2679786,SBD
2679783,SBDF,2679788,SBD
2679783,SBDF,1860619,SCD
2679783,SBDF,2679779,SCD
2679783,SBDF,2679787,SCD
2697043,SBDF,2723664,BPCK
2697043,SBDF,2723666,BPCK
2697043,SBDF,2723663,GPCK
2697043,SBDF,2723665,GPCK
2697043,SBDF,2697044,SBD
2697043,SBDF,2728902,SBD
2697043,SBDF,1860480,SCD
2697043,SBDF,1860485,SCD
1860479,SCDF,2723664,BPCK
1860479,SCDF,2723666,BPCK
1860479,SCDF,2723663,GPCK
1860479,SCDF,2723665,GPCK
1860479,SCDF,2679784,SBD
1860479,SCDF,2679786,SBD
1860479,SCDF,2679788,SBD
1860479,SCDF,2697044,SBD
1860479,SCDF,2728902,SBD
1860479,SCDF,1860480,SCD
1860479,SCDF,1860485,SCD
1860479,SCDF,1860619,SCD
1860479,SCDF,1861411,SCD
1860479,SCDF,2679779,SCD
1860479,SCDF,2679787,SCD
376888,SCDF,1001405,SCD
376888,SCDF,1093280,SCD
2054162,SBDF,2723664,BPCK
2054162,SBDF,2723666,BPCK
2054162,SBDF,2723663,GPCK
2054162,SBDF,2723665,GPCK
2054162,SBDF,2054170,SBD
2054162,SBDF,2054174,SBD
2054162,SBDF,2054223,SBD
2054162,SBDF,2054227,SBD
2054162,SBDF,2054168,SCD
2054162,SBDF,2054173,SCD
2054162,SBDF,2054221,SCD
2054162,SBDF,2054226,SCD
2657914,SBDFP,2723664,BPCK
2657914,SBDFP,2723666,BPCK
2657914,SBDFP,2723663,GPCK
2657914,SBDFP,2723665,GPCK
2657914,SBDFP,2054170,SBD
2657914,SBDFP,2054174,SBD
2657914,SBDFP,2054223,SBD
2657914,SBDFP,2054227,SBD
2657914,SBDFP,2054168,SCD
2657914,SBDFP,2054173,SCD
2657914,SBDFP,2054221,SCD
2657914,SBDFP,2054226,SCD
1741289,SCDF,2723664,BPCK
1741289,SCDF,2723666,BPCK
1741289,SCDF,2723663,GPCK
1741289,SCDF,2723665,GPCK
1741289,SCDF,1741292,SBD
1741289,SCDF,1741296,SBD
1741289,SCDF,1741301,SBD
1741289,SCDF,1741304,SBD
1741289,SCDF,1741311,SBD
1741289,SCDF,1741313,SBD
1741289,SCDF,1741377,SBD
1741289,SCDF,1741381,SBD
1741289,SCDF,1741421,SBD
1741289,SCDF,1741424,SBD
1741289,SCDF,1741899,SBD
1741289,SCDF,1741903,SBD
1741289,SCDF,1741974,SBD
1741289,SCDF,1741986,SBD
1741289,SCDF,1742029,SBD
1741289,SCDF,1742031,SBD
1741289,SCDF,1742038,SBD
1741289,SCDF,1742217,SBD
1741289,SCDF,1742220,SBD
1741289,SCDF,1742222,SBD
1741289,SCDF,1742224,SBD
1741289,SCDF,1742225,SBD
1741289,SCDF,1742227,SBD
1741289,SCDF,1742228,SBD
1741289,SCDF,1742329,SBD
1741289,SCDF,1742330,SBD
1741289,SCDF,1742331,SBD
1741289,SCDF,1742395,SBD
1741289,SCDF,1742399,SBD
1741289,SCDF,1742400,SBD
1741289,SCDF,1742401,SBD
1741289,SCDF,1742403,SBD
1741289,SCDF,1742404,SBD
1741289,SCDF,1742406,SBD
1741289,SCDF,1798549,SBD
1741289,SCDF,1799326,SBD
1741289,SCDF,2054170,SBD
1741289,SCDF,2054174,SBD
1741289,SCDF,2054223,SBD
1741289,SCDF,2054227,SBD
1741289,SCDF,1741290,SCD
1741289,SCDF,1741295,SCD
1741289,SCDF,1741375,SCD
1741289,SCDF,1741380,SCD
1741289,SCDF,1741403,SCD
1741289,SCDF,1741410,SCD
1741289,SCDF,1741420,SCD
1741289,SCDF,1741423,SCD
1741289,SCDF,1741570,SCD
1741289,SCDF,2054168,SCD
1741289,SCDF,2054173,SCD
1741289,SCDF,2054221,SCD
1741289,SCDF,2054226,SCD
2645873,SCDFP,2723664,BPCK
2645873,SCDFP,2723666,BPCK
2645873,SCDFP,2723663,GPCK
2645873,SCDFP,2723665,GPCK
2645873,SCDFP,2054170,SBD
2645873,SCDFP,2054174,SBD
2645873,SCDFP,2054223,SBD
2645873,SCDFP,2054227,SBD
2645873,SCDFP,2054168,SCD
2645873,SCDFP,2054173,SCD
2645873,SCDFP,2054221,SCD
2645873,SCDFP,2054226,SCD
1716029,SBDF,1716031,SBD
1716029,SBDF,1716012,SCD
1716034,SBDF,1716036,SBD
1716034,SBDF,1716020,SCD
1716040,SBDF,1716042,SBD
1716040,SBDF,1716024,SCD
1872467,SBDF,210972,SBD
1872467,SBDF,313650,SCD
1302679,SCDF,1302680,SCD
1716010,SCDF,1716031,SBD
1716010,SCDF,1716036,SBD
1716010,SCDF,1716042,SBD
1716010,SCDF,1716012,SCD
1716010,SCDF,1716020,SCD
1716010,SCDF,1716024,SCD
1872465,SCDF,210972,SBD
1872465,SCDF,313650,SCD
1987012,SCDF,1987013,SCD
374301,SCDF,313638,SCD
374301,SCDF,313641,SCD
374301,SCDF,313652,SCD
374301,SCDF,313654,SCD
374301,SCDF,313656,SCD
374307,SCDF,243795,SCD
374307,SCDF,313643,SCD
374307,SCDF,313653,SCD
375961,SCDF,313646,SCD
376984,SCDF,259870,SCD
485688,SCDF,259287,SCD
485688,SCDF,581296,SCD
485688,SCDF,701627,SCD
485688,SCDF,705726,SCD
581317,SCDF,581318,SCD
991455,SCDF,991456,SCD
999792,SCDF,999793,SCD
2646983,SCDFP,1987013,SCD
93415,SBDF,1046266,SBD
93415,SBDF,1043658,SCD
2657242,SBDFP,1046266,SBD
2657242,SBDFP,1043658,SCD
372997,SCDF,1043708,SBD
372997,SCDF,1046266,SBD
372997,SCDF,1043658,SCD
372997,SCDF,1043704,SCD
2647788,SCDFP,1043708,SBD
2647788,SCDFP,1046266,SBD
2647788,SCDFP,1043658,SCD
2647788,SCDFP,1043704,SCD
2285802,SBDF,984082,SBD
2285802,SBDF,984078,SCD
2285809,SBDF,967388,SBD
2285809,SBDF,967385,SCD
2657514,SBDFP,984082,SBD
2657514,SBDFP,984078,SCD
2658188,SBDFP,967388,SBD
2658188,SBDFP,967385,SCD
1737431,SCDF,967388,SBD
1737431,SCDF,984082,SBD
1737431,SCDF,239240,SCD
1737431,SCDF,967385,SCD
1737431,SCDF,984078,SCD
2285811,SCDF,834789,SCD
370583,SCDF,199264,SCD
370894,SCDF,251350,SCD
374833,SCDF,199417,SCD
377580,SCDF,197368,SCD
378973,SCDF,197367,SCD
2645439,SCDFP,834789,SCD
2645777,SCDFP,967388,SBD
2645777,SCDFP,967385,SCD
2647124,SCDFP,984082,SBD
2647124,SCDFP,984078,SCD
1799303,SBDF,2001100,SBD
1799303,SBDF,1790095,SCD
2284506,SBDF,1790128,SBD
2284506,SBDF,1790131,SBD
2284506,SBDF,1790115,SCD
2284506,SBDF,1790127,SCD
2675324,SBDF,2675326,SBD
2675324,SBDF,1790115,SCD
2655548,SBDFP,1790128,SBD
2655548,SBDFP,1790131,SBD
2655548,SBDFP,1790115,SCD
2655548,SBDFP,1790127,SCD
2657399,SBDFP,2001100,SBD
2657399,SBDFP,1790095,SCD
2675325,SBDFP,2675326,SBD
2675325,SBDFP,1790115,SCD
1790094,SCDF,1790128,SBD
1790094,SCDF,1790131,SBD
1790094,SCDF,2001100,SBD
1790094,SCDF,2675326,SBD
1790094,SCDF,1790095,SCD
1790094,SCDF,1790097,SCD
1790094,SCDF,1790099,SCD
1790094,SCDF,1790100,SCD
1790094,SCDF,1790103,SCD
1790094,SCDF,1790115,SCD
1790094,SCDF,1790127,SCD
1790094,SCDF,1872062,SCD
374376,SCDF,1191138,SCD
2645409,SCDFP,2001100,SBD
2645409,SCDFP,1790095,SCD
2645409,SCDFP,1790097,SCD
2645409,SCDFP,1790099,SCD
2645409,SCDFP,1790100,SCD
2645409,SCDFP,1790103,SCD
2645409,SCDFP,1872062,SCD
2645510,SCDFP,1191138,SCD
2645949,SCDFP,1790128,SBD
2645949,SCDFP,1790131,SBD
2645949,SCDFP,2675326,SBD
2645949,SCDFP,1790115,SCD
2645949,SCDFP,1790127,SCD
1665049,SCDF,1665050,SCD
1665049,SCDF,1665052,SCD
1665049,SCDF,1665060,SCD
1665049,SCDF,2630753,SCD
371324,SCDF,313920,SCD
1312434,SBDF,1312438,SBD
1312434,SBDF,1312442,SBD
1312434,SBDF,1312446,SBD
1312434,SBDF,1312431,SCD
1312434,SBDF,1312440,SCD
1312434,SBDF,1312444,SCD
366599,SBDF,212339,SBD
366599,SBDF,309114,SCD
371345,SCDF,212339,SBD
371345,SCDF,309112,SCD
371345,SCDF,309114,SCD
371345,SCDF,637173,SCD
371345,SCDF,645617,SCD
371346,SCDF,250582,SCD
371346,SCDF,309110,SCD
371346,SCDF,309113,SCD
371347,SCDF,197454,SCD
371347,SCDF,309115,SCD
562000,SCDF,1312438,SBD
562000,SCDF,1312442,SBD
562000,SCDF,1312446,SBD
562000,SCDF,1312431,SCD
562000,SCDF,1312440,SCD
562000,SCDF,1312444,SCD
756406,SCDF,755616,SCD
756406,SCDF,755617,SCD
1664992,SCDF,1665005,SCD
1664992,SCDF,1665021,SCD
1664992,SCDF,1665046,SCD
1664992,SCDF,309092,SCD
376593,SCDF,309090,SCD
2282004,SBDF,2282006,SBD
2282004,SBDF,1356511,SCD
1356510,SCDF,1356516,SBD
1356510,SCDF,1421023,SBD
1356510,SCDF,1552097,SBD
1356510,SCDF,2282006,SBD
1356510,SCDF,1356511,SCD
1356510,SCDF,1421018,SCD
1356510,SCDF,1552095,SCD
2675994,SBDF,2675995,SBD
2675994,SBDF,2675990,SCD
2744823,SBDF,2744824,SBD
2744823,SBDF,2744819,SCD
1665087,SCDF,1665088,SCD
1665087,SCDF,1665093,SCD
1665087,SCDF,1665097,SCD
2058952,SCDF,2058953,SCD
2675989,SCDF,2675995,SBD
2675989,SCDF,2675990,SCD
2744818,SCDF,2744824,SBD
2744818,SCDF,2744819,SCD
1039797,SBDF,802773,SBD
1039797,SBDF,311508,SCD
374544,SCDF,1014609,SBD
374544,SCDF,1044433,SBD
374544,SCDF,1052746,SBD
374544,SCDF,1112209,SBD
374544,SCDF,1146111,SBD
374544,SCDF,1146113,SBD
374544,SCDF,1146963,SBD
374544,SCDF,1237023,SBD
374544,SCDF,1237025,SBD
374544,SCDF,1237030,SBD
374544,SCDF,1250183,SBD
374544,SCDF,1250187,SBD
374544,SCDF,1250191,SBD
374544,SCDF,1422189,SBD
374544,SCDF,1439976,SBD
374544,SCDF,1811176,SBD
374544,SCDF,1857615,SBD
374544,SCDF,1858828,SBD
374544,SCDF,2109514,SBD
374544,SCDF,2264914,SBD
374544,SCDF,2548889,SBD
374544,SCDF,2599616,SBD
374544,SCDF,2599618,SBD
374544,SCDF,2677464,SBD
374544,SCDF,2684627,SBD
374544,SCDF,2699082,SBD
374544,SCDF,2699389,SBD
374544,SCDF,701203,SBD
374544,SCDF,753520,SBD
374544,SCDF,802713,SBD
374544,SCDF,802773,SBD
374544,SCDF,804626,SBD
374544,SCDF,807004,SBD
374544,SCDF,807006,SBD
374544,SCDF,896992,SBD
374544,SCDF,896994,SBD
374544,SCDF,896998,SBD
374544,SCDF,897006,SBD
374544,SCDF,1039799,SCD
374544,SCDF,1043731,SCD
374544,SCDF,1044602,SCD
374544,SCDF,1045010,SCD
374544,SCDF,1052744,SCD
374544,SCDF,1192748,SCD
374544,SCDF,1232117,SCD
374544,SCDF,1250189,SCD
374544,SCDF,1305130,SCD
374544,SCDF,1422187,SCD
374544,SCDF,1424614,SCD
374544,SCDF,1426844,SCD
374544,SCDF,1429019,SCD
374544,SCDF,1811174,SCD
374544,SCDF,1857613,SCD
374544,SCDF,1858826,SCD
374544,SCDF,199393,SCD
374544,SCDF,1995300,SCD
374544,SCDF,200107,SCD
374544,SCDF,2122215,SCD
374544,SCDF,2264360,SCD
374544,SCDF,2264912,SCD
374544,SCDF,2277805,SCD
374544,SCDF,253015,SCD
374544,SCDF,2569961,SCD
374544,SCDF,2590178,SCD
374544,SCDF,2599614,SCD
374544,SCDF,2634992,SCD
374544,SCDF,2634994,SCD
374544,SCDF,2739244,SCD
374544,SCDF,311507,SCD
374544,SCDF,311508,SCD
374544,SCDF,311512,SCD
374544,SCDF,315140,SCD
374544,SCDF,359751,SCD
374544,SCDF,433194,SCD
374544,SCDF,433195,SCD
374544,SCDF,433196,SCD
374544,SCDF,476973,SCD
374544,SCDF,485287,SCD
374544,SCDF,616344,SCD
374544,SCDF,637115,SCD
374544,SCDF,637116,SCD
374544,SCDF,637119,SCD
374544,SCDF,637121,SCD
374544,SCDF,644109,SCD
374544,SCDF,665080,SCD
374544,SCDF,665082,SCD
374544,SCDF,700887,SCD
374544,SCDF,701201,SCD
374544,SCDF,701207,SCD
374544,SCDF,749548,SCD
374544,SCDF,836284,SCD
598013,SBDF,598014,SBD
598013,SBDF,615136,SCD
615135,SCDF,598014,SBD
615135,SCDF,615136,SCD
1654863,SBDF,847199,SBD
1654863,SBDF,1654862,SCD
365677,SBDF,311026,SBD
365677,SBDF,311028,SCD
2656578,SBDFP,311026,SBD
2656578,SBDFP,311028,SCD
2658191,SBDFP,847199,SBD
2658191,SBDFP,1654862,SCD
1654861,SCDF,2206099,SBD
1654861,SCDF,847199,SBD
1654861,SCDF,1654862,SCD
378928,SCDF,311026,SBD
378928,SCDF,311027,SBD
378928,SCDF,311028,SCD
378928,SCDF,311052,SCD
2645483,SCDFP,2206099,SBD
2645483,SCDFP,847199,SBD
2645483,SCDFP,1654862,SCD
2647860,SCDFP,311026,SBD
2647860,SCDFP,311027,SBD
2647860,SCDFP,311028,SCD
2206098,SBDF,2206099,SBD
2206098,SBDF,1654862,SCD
365573,SBDF,311027,SBD
365573,SBDF,311028,SCD
2657264,SBDFP,311027,SBD
2657264,SBDFP,311028,SCD
2658335,SBDFP,2206099,SBD
2658335,SBDFP,1654862,SCD
636108,SBDF,636109,SBD
636108,SBDF,636106,SCD
992581,SBDF,992582,SBD
992581,SBDF,992578,SCD
309038,SCDF,260239,SCD
371308,SCDF,309034,SCD
378763,SCDF,204691,SCD
581752,SCDF,581753,SCD
636105,SCDF,636109,SBD
636105,SCDF,636106,SCD
992577,SCDF,992582,SBD
992577,SCDF,992578,SCD
798531,SCDF,1193047,SCD
798531,SCDF,2287160,SCD
798531,SCDF,797544,SCD
1112232,SBDF,1112233,SBD
1112232,SBDF,1112231,SCD
1550960,SBDF,1550963,SBD
1550960,SBDF,1550957,SCD
368447,SBDF,849728,SBD
368447,SBDF,849574,SCD
369974,SBDF,1116331,SBD
369974,SBDF,1116341,SBD
369974,SBDF,1116351,SBD
369974,SBDF,1116320,SCD
369974,SBDF,1116339,SCD
369974,SBDF,1116349,SCD
608792,SBDF,608793,SBD
608792,SBDF,835560,SBD
608792,SBDF,311915,SCD
608792,SBDF,603103,SCD
643132,SBDF,849737,SBD
643132,SBDF,849574,SCD
794767,SBDF,849452,SBD
794767,SBDF,849450,SCD
91796,SBDF,849438,SBD
91796,SBDF,849431,SCD
93416,SBDF,207093,SBD
93416,SBDF,311913,SCD
93417,SBDF,105899,SBD
93417,SBDF,198014,SCD
